Alloy,Elements,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,W,C,Mg,Zn,Si,N,Li,Sn,B,Y,Pd,Actual phase,Phases considered,References
Ni45(FeCoCr)40(AlTi)15,"['Ni', 'Fe', 'Co', 'Cr', 'Al', 'Ti']",0.075,0.133333333,0.133333333,0.133333333,0.45,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+L12,0,https://doi.org/10.1016/j.scriptamat.2017.12.001
HfNb0.18Ta0.18Ti1.27Zr,"['Hf', 'Nb', 'Ta', 'Ti', 'Zr']",0,0,0,0,0,0,0,0.349862259,0,0.049586777,0,0.275482094,0.275482094,0.049586777,0,0,0,0,0,0,0,0,0,0,0,BCC,1,10.1007/s11837-014-1133-6
Fe34Cr34Ni14Al14Co4,"['Fe', 'Cr', 'Ni', 'Al', 'Co']",0.14,0.04,0.34,0.34,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+B2(ordered BCC),1,https://doi.org/10.1016/j.msea.2018.01.034
Fe36Co21Cr18Ni15Al10,"['Fe', 'Co', 'Cr', 'Ni', 'Al']",0.1,0.21,0.18,0.36,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1007/s11837-012-0366-5
TiZrNbMo,"['Ti', 'Zr', 'Nb', 'Mo']",0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,10.1007/s11837-012-0366-5
TiZrNbMoV0.25,"['Ti', 'Zr', 'Nb', 'Mo', 'V']",0,0,0,0,0,0,0,0.235294118,0.058823529,0.235294118,0.235294118,0.235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,10.1007/s11837-012-0366-5
TiZrNbMoV0.5,"['Ti', 'Zr', 'Nb', 'Mo', 'V']",0,0,0,0,0,0,0,0.222222222,0.111111111,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,10.1007/s11837-012-0366-5
TiZrNbMoV0.75,"['Ti', 'Zr', 'Nb', 'Mo', 'V']",0,0,0,0,0,0,0,0.210526316,0.157894737,0.210526316,0.210526316,0.210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,10.1007/s11837-012-0366-5
TiZrNbMoV1.5,"['Ti', 'Zr', 'Nb', 'Mo', 'V']",0,0,0,0,0,0,0,0.181818182,0.272727273,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,10.1007/s11837-012-0366-5
TiZrNbMoV2,"['Ti', 'Zr', 'Nb', 'Mo', 'V']",0,0,0,0,0,0,0,0.166666667,0.333333333,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,10.1007/s11837-012-0366-5
TiZrNbMoV3,"['Ti', 'Zr', 'Nb', 'Mo', 'V']",0,0,0,0,0,0,0,0.142857143,0.428571429,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,10.1016/j.matchar.2018.06.036
AlCoFeNi,"['Al', 'Co', 'Fe', 'Ni']",0.25,0.25,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,10.3390/e21020114
Nb0.5TaTiZr1.5,"['Nb', 'Ta', 'Ti', 'Zr']",0,0,0,0,0,0,0,0.25,0,0.125,0,0.375,0,0.25,0,0,0,0,0,0,0,0,0,0,0,BCC,1,10.1016/j.msea.2018.11.054
AlNbTiVZr,"['Al', 'Nb', 'Ti', 'V', 'Zr']",0.2,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,10.1016/j.msea.2017.08.019
AlNbTiVZr0.1,"['Al', 'Nb', 'Ti', 'V', 'Zr']",0.243902439,0,0,0,0,0,0,0.243902439,0.243902439,0.243902439,0,0.024390244,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1016/j.msea.2017.08.019
AlNbTiVZr0.25,"['Al', 'Nb', 'Ti', 'V', 'Zr']",0.235294118,0,0,0,0,0,0,0.235294118,0.235294118,0.235294118,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1016/j.msea.2017.08.019
AlNbTiVZr0.5,"['Al', 'Nb', 'Ti', 'V', 'Zr']",0.222222222,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1016/j.msea.2017.08.019
AlNbTiVZr1.5,"['Al', 'Nb', 'Ti', 'V', 'Zr']",0.181818182,0,0,0,0,0,0,0.181818182,0.181818182,0.181818182,0,0.272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1016/j.msea.2017.08.019
Ni1.5Co1.5CrFeTi0.5,"['Ni', 'Co', 'Cr', 'Fe', 'Ti']",0,0.272727273,0.181818182,0.181818182,0.272727273,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,10.1016/j.msea.2018.12.077
Al86Mg10Zn2Cu2,"['Al', 'Mg', 'Zn', 'Cu']",0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0.02,0,0,0,0,0,0,IM,0,10.33142/msra.v1i1.666
Al85.7Mg10Zn2Cu2Si0.3,"['Al', 'Mg', 'Zn', 'Cu', 'Si']",0.874489796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102040816,0.020408163,0.003061224,0,0,0,0,0,0,IM,0,10.33142/msra.v1i1.666
Al85.4Mg10Zn2Cu2Si0.6,"['Al', 'Mg', 'Zn', 'Cu', 'Si']",0.871428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102040816,0.020408163,0.006122449,0,0,0,0,0,0,IM,0,10.33142/msra.v1i1.666
Al85.1Mg10Zn2Cu2Si0.9,"['Al', 'Mg', 'Zn', 'Cu', 'Si']",0.868367347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102040816,0.020408163,0.009183673,0,0,0,0,0,0,IM,0,10.33142/msra.v1i1.666
Al84.8Mg10Zn2Cu2Si1.2,"['Al', 'Mg', 'Zn', 'Cu', 'Si']",0.848,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0.012,0,0,0,0,0,0,IM,0,10.1016/j.actamat.2016.01.050
Co23.25Ni23.25Fe23.25Cr23.25Mo7.00,"['Co', 'Ni', 'Fe', 'Cr', 'Mo']",0,0.2325,0.2325,0.2325,0.2325,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,10.1016/j.jallcom.2019.06.138
Cr2MnFeNi,"['Cr', 'Mn', 'Fe', 'Ni']",0,0,0.4,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1016/j.matchar.2021.111260
Cr1.75Cu0.25MnFeNi,"['Cr', 'Cu', 'Mn', 'Fe', 'Ni']",0,0,0.35,0.2,0.2,0.05,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1016/j.matchar.2021.111260
Cr1.5Cu0.5MnFeNi,"['Cr', 'Cu', 'Mn', 'Fe', 'Ni']",0,0,0.3,0.2,0.2,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1016/j.matchar.2021.111260
Cr1.25Cu0.75MnFeNi,"['Cr', 'Cu', 'Mn', 'Fe', 'Ni']",0,0,0.25,0.2,0.2,0.15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1016/j.matchar.2021.111260
CrCuFeMnNi,"['Cr', 'Cu', 'Fe', 'Mn', 'Ni']",0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,http://dx.doi.org/10.3166/acsm.31.685-698
CoCrCuFeMn,"['Co', 'Cr', 'Cu', 'Fe', 'Mn']",0,0.2,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,10.1016/j.jallcom.2007.11.110
CoCrFeNiW0.2,"['Co', 'Cr', 'Fe', 'Ni', 'W']",0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,FCC,2,10.1016/j.intermet.2019.106550
CoCrFeNiW0.5,"['Co', 'Cr', 'Fe', 'Ni', 'W']",0,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,IM,0,10.1016/j.intermet.2018.01.017
(TiZrNbTa)95Mo5,"['Ti', 'Zr', 'Nb', 'Ta', 'Mo']",0,0,0,0,0,0,0,0.2375,0,0.2375,0.05,0.2375,0,0.2375,0,0,0,0,0,0,0,0,0,0,0,BCC,1,10.1016/j.intermet.2018.01.017
(TiZrNbTa)90Mo10,"['Ti', 'Zr', 'Nb', 'Ta', 'Mo']",0,0,0,0,0,0,0,0.225,0,0.225,0.1,0.225,0,0.225,0,0,0,0,0,0,0,0,0,0,0,BCC,1,10.1016/j.intermet.2018.01.017
(TiZrNbTa)85Mo15,"['Ti', 'Zr', 'Nb', 'Ta', 'Mo']",0,0,0,0,0,0,0,0.2125,0,0.2125,0.15,0.2125,0,0.2125,0,0,0,0,0,0,0,0,0,0,0,BCC,1,10.1016/j.intermet.2018.01.017
MoNbTaTiZr,"['Mo', 'Nb', 'Ta', 'Ti', 'Zr']",0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.3390/e21010015
Al9.5Co25Cr8Fe15Ni36Ti6Hf0.5,"['Al', 'Co', 'Cr', 'Fe', 'Ni', 'Ti', 'Hf']",0.095,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1179/1743284715Y.0000000032
Co10Cr25Fe20Mn5Ni40,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",0,0.1,0.25,0.2,0.4,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,10.1038/s41524-017-0060-9
Co20Cr25Fe10Mn5Ni40,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",0,0.2,0.25,0.1,0.4,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,10.1016/j.scriptamat.2018.01.028
Fe37.5Ni37.5Cr15Mn10,"['Fe', 'Ni', 'Cr', 'Mn']",0,0,0.15,0.375,0.375,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,10.1016/j.scriptamat.2018.01.028
Fe33.5Ni33.5Cr15Mn10Al5Ti3,"['Fe', 'Ni', 'Cr', 'Mn', 'Al', 'Ti']",0.05,0,0.15,0.335,0.335,0,0.1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1016/j.scriptamat.2018.01.028
Fe33.5Ni33.5Cr15Mn10Al4Ti4,"['Fe', 'Ni', 'Cr', 'Mn', 'Al', 'Ti']",0.04,0,0.15,0.335,0.335,0,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1016/j.scriptamat.2018.01.028
Fe33.5Ni33.5Cr15Mn10Al3Ti5,"['Fe', 'Ni', 'Cr', 'Mn', 'Al', 'Ti']",0.03,0,0.15,0.335,0.335,0,0.1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1126/science.aas8815
(FeCoNi)86-Al7Ti7,"['Fe', 'Co', 'Ni', 'Al', 'Ti']",0.07,0.286666667,0,0.286666667,0.286666667,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1126/science.aas8815
(FeCoNi)86-Al8Ti6,"['Fe', 'Co', 'Ni', 'Al', 'Ti']",0.08,0.286666667,0,0.286666667,0.286666667,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1016/j.matlet.2018.10.144
(Fe40Mn40Co10Cr10)98C2.2,"['Fe', 'Mn', 'Co', 'Cr', 'C']",0,0.097804391,0.097804391,0.391217565,0,0,0.391217565,0,0,0,0,0,0,0,0,0.021956088,0,0,0,0,0,0,0,0,0,FCC,2,10.1016/j.matlet.2018.10.144
(Fe40Mn40Co10Cr10)96.7C3.3,"['Fe', 'Mn', 'Co', 'Cr', 'C']",0,0.0967,0.0967,0.3868,0,0,0.3868,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,FCC,2,10.1016/j.matchar.2019.05.043
AlCoCrCuMnTi,"['Al', 'Co', 'Cr', 'Cu', 'Mn', 'Ti']",0.142857143,0.142857143,0.142857143,0.142857143,0,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1016/j.msea.2015.01.002
AlCoCrCuMnFe,"['Al', 'Co', 'Cr', 'Cu', 'Mn', 'Fe']",0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,10.1007/s11665-018-3720-0
Al58.5Mg31.5Zn4.5Cu4.5Si1,"['Al', 'Mg', 'Zn', 'Cu', 'Si']",0.584707646,0,0,0,0,0.045477261,0,0,0,0,0,0,0,0,0,0,0.314842579,0.044977511,0.009995002,0,0,0,0,0,0,IM,0,10.1007/s11665-018-3720-0
Al63Mg27Zn4.5Cu4.5Si1,"['Al', 'Mg', 'Zn', 'Cu', 'Si']",0.629685157,0,0,0,0,0.045477261,0,0,0,0,0,0,0,0,0,0,0.269865067,0.044977511,0.009995002,0,0,0,0,0,0,IM,0,10.1007/s11665-018-3720-0
Al66.7Mg23.3Zn4.5Cu4.5Si1,"['Al', 'Mg', 'Zn', 'Cu', 'Si']",0.666666667,0,0,0,0,0.045477261,0,0,0,0,0,0,0,0,0,0,0.232883558,0.044977511,0.009995002,0,0,0,0,0,0,IM,0,https://doi.org/10.5281/zenodo.5155150 
Al13Co21.74Cr21.74Fe21.74Ni21.74,"['Al', 'Co', 'Cr', 'Fe', 'Ni']",0.13,0.2174,0.2174,0.2174,0.2174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,10.1016/j.matdes.2019.108201
Al13Co21.69Cr21.69Fe21.69Ni21.69C0.25,"['Al', 'Co', 'Cr', 'Fe', 'Ni', 'C']",0.13,0.2169,0.2169,0.2169,0.2169,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,FCC+BCC,3,10.1016/j.matdes.2019.108202
Al16Co21Cr21Fe21Ni21,"['Al', 'Co', 'Cr', 'Fe', 'Ni']",0.16,0.21,0.21,0.21,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,10.1016/j.matdes.2019.108203
Al13Co21Cr21Fe21Ni21Ti3,"['Al', 'Co', 'Cr', 'Fe', 'Ni', 'Ti']",0.13,0.21,0.21,0.21,0.21,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,10.1016/j.matdes.2019.108204
Al13Co20.94Cr20.94Fe20.94Ni20.94Ti3C0.25,"['Al', 'Co', 'Cr', 'Fe', 'Ni', 'Ti', 'C']",0.13,0.2094,0.2094,0.2094,0.2094,0,0,0.03,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,FCC+BCC,3,10.1016/j.matdes.2019.108205
Al9.38Ni22.66Co22.66Fe22.66Cr22.66,"['Al', 'Ni', 'Co', 'Fe', 'Cr']",0.0938,0.2266,0.2266,0.2266,0.2266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,10.3390/met7020057
Al12.5Ni21.88Co21.88Fe21.88Cr21.88,"['Al', 'Ni', 'Co', 'Fe', 'Cr']",0.125,0.2188,0.2188,0.2188,0.2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,10.3390/met7020058
Al15.63Ni21.09Co21.09Fe21.09Cr21.09,"['Al', 'Ni', 'Co', 'Fe', 'Cr']",0.156,0.2109,0.2109,0.2109,0.2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,10.3390/met7020059
Al21.88Ni19.53Co19.53Fe19.53Cr19.53,"['Al', 'Ni', 'Co', 'Fe', 'Cr']",0.2188,0.1953,0.1953,0.1953,0.1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,10.3390/met7020060
Al25Ni18.75Co18.75Fe18.75Cr18.75,"['Al', 'Ni', 'Co', 'Fe', 'Cr']",0.25,0.1875,0.1875,0.1875,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,10.3390/met7020061
CoCrHf0.1FeNi,"['Co', 'Cr', 'Hf', 'Fe', 'Ni']",0,0.243902,0.243902,0.243902,0.243902,0,0,0,0,0,0,0,0.0243902,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1016/j.msea.2020.139820
AlCoCrFeNi2.1,"['Al', 'Co', 'Cr', 'Fe', 'Ni']",0.1639344,0.1639344,0.1639344,0.1639344,0.344262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,10.1016/j.actamat.2016.11.016
CoCrFeNiNb0.1,"['Co', 'Cr', 'Fe', 'Ni', 'Nb']",0,0.243902,0.243902,0.243902,0.243902,0,0,0,0,0.0243902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1016/j.jallcom.2015.09.153
CoCrFeNiNb0.25,"['Co', 'Cr', 'Fe', 'Ni', 'Nb']",0,0.235294,0.235294,0.235294,0.235294,0,0,0,0,0.058823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1016/j.jallcom.2015.09.154
CoCrFeNiNb0.5,"['Co', 'Cr', 'Fe', 'Ni', 'Nb']",0,0.222222,0.222222,0.222222,0.222222,0,0,0,0,0.11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1016/j.jallcom.2015.09.155
CoCrFeNiNb0.8,"['Co', 'Cr', 'Fe', 'Ni', 'Nb']",0,0.208333,0.208333,0.208333,0.208333,0,0,0,0,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1016/j.jallcom.2015.09.156
(CoCrFeMnNi)96Mo4,"['Co', 'Cr', 'Fe', 'Mn', 'Ni', 'Mo']",0,0.192,0.192,0.192,0.192,0,0.192,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,10.1016/j.jmst.2018.10.010
AlCoCr0.3FeNi,"['Al', 'Co', 'Cr', 'Fe', 'Ni']",0.232558,0.232558,0.069767,0.232558,0.232558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,10.1155/2018/5826467
AlCoCr0.5FeNi,"['Al', 'Co', 'Cr', 'Fe', 'Ni']",0.222222222,0.222222222,0.111111,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,10.1155/2018/5826468
AlCoCr0.7FeNi,"['Al', 'Co', 'Cr', 'Fe', 'Ni']",0.2127659,0.2127659,0.148936,0.2127659,0.2127659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,10.1155/2018/5826469
NiCoFeCrAl0.70,"['Ni', 'Co', 'Fe', 'Cr', 'Al']",0.148936,0.2127,0.2127,0.2127,0.2127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,10.1103/PhysRevB.88.085129
NiCoFeCrAl0.75,"['Ni', 'Co', 'Fe', 'Cr', 'Al']",0.15789,0.210526,0.210526,0.210526,0.210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,10.1016/j.msea.2015.09.034
NiCoFeCrAl1.21,"['Ni', 'Co', 'Fe', 'Cr', 'Al']",0.23224,0.191938,0.191938,0.191938,0.191938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,10.1103/PhysRevB.88.085129
NiCoFeCrAl1.5,"['Ni', 'Co', 'Fe', 'Cr', 'Al']",0.272727,0.181818,0.181818,0.181818,0.181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,10.1016/j.msea.2015.09.034
Ni2.1CoCrFeAl,"['Ni', 'Co', 'Cr', 'Fe', 'Al']",0.163934426,0.163934426,0.163934426,0.163934426,0.344262295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,10.1080/21663831.2016.1160451
NiNb0.1CoCrFe,"['Ni', 'Nb', 'Co', 'Cr', 'Fe']",0,0.2439,0.2439,0.2439,0.2439,0,0,0,0,0.02439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1016/j.jallcom.2015.09.153
NiNb0.5CoCrFe,"['Ni', 'Nb', 'Co', 'Cr', 'Fe']",0,0.22222,0.22222,0.22222,0.22222,0,0,0,0,0.11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1016/j.jallcom.2015.09.154
NiNb0.25CoCrFe,"['Ni', 'Nb', 'Co', 'Cr', 'Fe']",0,0.23529,0.23529,0.23529,0.23529,0,0,0,0,0.058823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1016/j.jallcom.2015.09.155
NiNb0.8CoCrFe,"['Ni', 'Nb', 'Co', 'Cr', 'Fe']",0,0.20833,0.20833,0.20833,0.20833,0,0,0,0,0.16666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1016/j.jallcom.2015.09.156
AlCoCrFeNiTi0.6,"['Al', 'Co', 'Cr', 'Fe', 'Ni', 'Ti']",0.17857,0.17857,0.17857,0.17857,0.17857,0,0,0.10714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC+C14-C15 Laves,0,https://doi.org/10.1016/j.jallcom.2022.163901
AlCoCrFeNiTi0.8,"['Al', 'Co', 'Cr', 'Fe', 'Ni', 'Ti']",0.172413,0.172413,0.172413,0.172413,0.172413,0,0,0.0862068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC+C14-C15 Laves,0,https://doi.org/10.1016/j.jallcom.2022.163901
聽AlFeCrCoNi,"['Al', 'Fe', 'Cr', 'Co', 'Ni']",0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.jallcom.2017.12.333
聽Al0.25FeCrCoNi,"['Al', 'Fe', 'Cr', 'Co', 'Ni']",0.058823,0.2359,0.2359,0.2359,0.2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.1016/j.jallcom.2017.12.333
聽Al0.5FeCrCoNi,"['Al', 'Fe', 'Cr', 'Co', 'Ni']",0.1111,0.222,0.222,0.222,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1016/j.jallcom.2017.12.333
聽Al0.75FeCrCoNi,"['Al', 'Fe', 'Cr', 'Co', 'Ni']",0.15889,0.21186,0.21186,0.21186,0.21186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1016/j.jallcom.2017.12.333
聽Al1.5FeCrCoNi,"['Al', 'Fe', 'Cr', 'Co', 'Ni']",0.27272,0.181818,0.181818,0.181818,0.181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.1016/j.jallcom.2017.12.333
Al0.8CrFeCoNi,"['Al', 'Cr', 'Fe', 'Co', 'Ni']",0.16666,0.208333,0.208333,0.208333,0.208333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.37358/RC.18.4.6203
Al0.6CrFeCoNi,"['Al', 'Cr', 'Fe', 'Co', 'Ni']",0.13043,0.21739,0.21739,0.21739,0.21739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.37358/RC.18.4.6203
Al0.15CrFe1路5Ni0路5,"['Al', 'Cr', 'Fe', 'Ni']",0.047619,0,0.31746,0.47619,0.15873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1179/143307511X12998222918796
Al0.2CrFe1路5Ni0路5,"['Al', 'Cr', 'Fe', 'Ni']",0.0625,0,0.3125,0.46875,0.15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1179/143307511X12998222918796
Al0.3CrFe1路5Ni0路5,"['Al', 'Cr', 'Fe', 'Ni']",0.090909,0,0.30303,0.454545,0.151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1179/143307511X12998222918796
Al0.4CrFe1路5Ni0路5,"['Al', 'Cr', 'Fe', 'Ni']",0.117647,0,0.294117,0.441176,0.147058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1179/143307511X12998222918796
AlCrFe2Ni2,"['Al', 'Cr', 'Fe', 'Ni']",0.16666,0,0.16666,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.matlet.2016.01.096
CoCrCuFe,"['Co', 'Cr', 'Cu', 'Fe']",0,0.25,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.1007/s11661-005-0218-9
CoCr2FeNi,"['Co', 'Cr', 'Fe', 'Ni']",0,0.2,0.4,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.1080/21663831.2013.831382
CoCuFeNi,"['Co', 'Cu', 'Fe', 'Ni']",0,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.1016/j.msea.2012.03.080
CoFeNiTiAl,"['Co', 'Fe', 'Ni', 'Ti', 'Al']",0.2,0.2,0,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.ijrmhm.2020.105416
CoFeNiTiV,"['Co', 'Fe', 'Ni', 'Ti', 'V']",0,0.2,0,0.2,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.ijrmhm.2020.105416
